FID,SpawnID,SURV_TYP,SURV_ID,YEAR,DATE,TIME,DATETIME,SPAWN_ID,EST_MILES,MEAS_MILES,ASSOC_SCHL,TIDE_HT,TIDE_CMT,EST_BIOMS,DEP_RANGE,LOC_DESC,LOC_ACCUR,LOC_AC_DES,DISTRICT,SUBDIST,STAT_AR,STAT_AR_DE,H_MGT_AR,INDEX_AR,AIRCRAFT,ALTITUDE,SURVEYOR,SURV_HRS,WEATHER,COMMENTS,DEP_CAT,DEP_CAT_DE,SURV_CON,SURV_CON_D,AR_CON,AR_CON_DES,version,geometry
RN_KameshakSpawn.174,81,Aerial,1986.07,1986,1986-04-28T00:00:00,0,1986042800,1986.001,0,0.302,,0,Mid flood tide,0,,Inside Rocky Cove,G,Generalized,Kamishak,Rocky Cove Subdistrict,24978,Rocky Cove,Area 8,5; Ursus Cove,Beaver,NA,Kyle,0,Clear and calm,,0,,0,,0,,0,"LINESTRING (-153.73163228162653 59.451447362946475, -153.72423349036058 59.453637477031585)"
RN_KameshakSpawn.84,358,Aerial,2001.03,2001,2001-04-23T00:00:00,1455,2.00104E+11,2001.01,0.25,0.322,,15,,0,0,Northern Chenik Head,E,Estimated,Kamishak,Chenik Subdistrict,24955,Chenik River,Area 5,8; Chenik/Nordyke,Cessna 185,1500,Hammarstrom,1.83,,"Active spawning, couldn't see fish",1,shallow (<5m),3,Fair,3,Fair,0,"LINESTRING (-154.11969239812487 59.21091332692889, -154.11818760494683 59.21202218478729, -154.11753818190516 59.2130724067552, -154.11688875886355 59.2142250520814, -154.1156898240175 59.21501907391909)"
RN_KameshakSpawn.119,26,Aerial,1981.01,1981,1981-04-23T00:00:00,1025,1.98104E+11,1981.ES1,0,0.843,,2,,0,,Douglas River Reef,G,Generalized,Kamishak,Kamishak River Subdistrict,24945,Kamishak River,Area 5,9; Kamishak,,NA,Schroeder,0,"1/4 overcast, vis fair-good","Evidence of small spawn, lots of bird activity, no schls.",0,,0,,0,,0,"LINESTRING (-153.93592127948386 59.1096465278347, -153.91459147539786 59.114942030103244)"
RN_KameshakSpawn.85,359,Aerial,2001.06,2001,2001-04-30T00:00:00,1210,2.00104E+11,2001.02,0.28,0.795,,5.5,,0,2,E of Akumwarvik Bay,E,Estimated,Kamishak,Kamishak River Subdistrict,24945,Kamishak River,Area 5,9; Kamishak,Cessna 185,1500,Dickson,2.42,,500 yards or .28 miles,1,shallow (<5m),4,Poor,3,Fair,0,"LINESTRING (-154.00115041100528 59.106777788235284, -153.99992194885277 59.1058650866151, -153.99882998249495 59.10488214990665, -153.99760152034239 59.10319704975049, -153.99691904136876 59.10182784467259, -153.99637305818987 59.10059902416652, -153.99671429767668 59.09947549245815, -153.99821575141866 59.0986679312238, -154.00285660843937 59.097860350904135)"
RN_KameshakSpawn.86,360,Aerial,2001.11,2001,2001-05-11T00:00:00,1000,2.00105E+11,2001.03,0.25,0.201,,2.6,,0,3,Contact Point,E,Estimated,Kamishak,Bruin Bay Subdistrict,24975,Kirschner Lake,Area 6,7; Bruin/Amakdedori,Cessna 185,1500,Hammarstrom,1.67,,,1,shallow (<5m),2,Good,2,Good,0,"LINESTRING (-153.9429779326674 59.35480547088043, -153.9375037677798 59.35561242855666)"
RN_KameshakSpawn.87,361,Aerial,2001.11,2001,2001-05-11T00:00:00,1000,2.00105E+11,2001.04,0.25,0.282,,2.6,,0,4-Mar,Contact Point,E,Estimated,Kamishak,Bruin Bay Subdistrict,24975,Kirschner Lake,Area 6,7; Bruin/Amakdedori,Cessna 185,1500,Hammarstrom,1.67,,,1,shallow (<5m),2,Good,2,Good,0,"LINESTRING (-153.9442855750466 59.357264957019346, -153.936864707834 59.358765338916584)"
RN_KameshakSpawn.88,362,Aerial,2001.11,2001,2001-05-11T00:00:00,1000,2.00105E+11,2001.05,0.3,0.335,,2.6,,0,0-17,Contact Point,E,Estimated,Kamishak,Bruin Bay Subdistrict,24975,Kirschner Lake,Area 6,7; Bruin/Amakdedori,Cessna 185,1500,Hammarstrom,1.67,,,1,shallow (<5m),2,Good,2,Good,0,"LINESTRING (-153.93522234892347 59.3635631460378, -153.93056899867716 59.36444810406168, -153.926463101401 59.36542618861708)"
RN_KameshakSpawn.89,363,Aerial,2001.05,2001,2001-04-27T00:00:00,1110,2.00104E+11,2001.ES1,0,0.639,,-1.1,,0,0,N of Contact Point,G,Generalized,Kamishak,Bruin Bay Subdistrict,24975,Kirschner Lake,Area 6,7; Bruin/Amakdedori,Cessna 185,1500,Hammarstrom,2.25,,Evidence of earlier spawn,1,shallow (<5m),3,Fair,2,Good,0,"LINESTRING (-153.9505923519423 59.38237529385555, -153.93676737319413 59.38832612333645)"
RN_KameshakSpawn.90,364,Aerial,2001.11,2001,2001-05-11T00:00:00,1005,2.00105E+11,2001.ES2,0,1.036,,-1.1,,0,0,Inside Bruin Bay,G,Generalized,Kamishak,Bruin Bay Subdistrict,24970,Bruin Bay,Area 6,7; Bruin/Amakdedori,Cessna 185,1500,Hammarstrom,1.67,,Lots of evidence of previuos spawn,1,shallow (<5m),2,Good,2,Good,0,"LINESTRING (-154.03257015561334 59.3550872452234, -154.00438015988456 59.35922321388235)"
RN_KameshakSpawn.91,365,Aerial,2002.11,2002,2002-05-13T00:00:00,1114,2.00205E+11,2002.001,0.06,0.175,,1.7,,0,6,Mid Douglas River Reef,E,Estimated,Kamishak,Kamishak River Subdistrict,24945,Kamishak River,Area 5,9; Kamishak,Cessna 185,1500,Hammarstrom,1.78,,,1,shallow (<5m),2,Good,2,Good,0,"LINESTRING (-153.92673996194972 59.097138492674915, -153.92631854045652 59.09711139014781, -153.92531766441013 59.097057185029094, -153.92447482142373 59.0970842875992, -153.9238953668706 59.097138492674915, -153.92336859000406 59.09724690256841, -153.92268378007762 59.097436619054506, -153.9222096808978 59.09770764077898)"
RN_KameshakSpawn.92,366,Aerial,2002.13,2002,2002-05-17T00:00:00,1031,2.00205E+11,2002.002,0.056,0.288,,3.7,,0,0-3,Btw Fortification & Tignagvik,E,Estimated,Kamishak,Rocky Cove Subdistrict,24978,Rocky Cove,Area 7,6; Fortification Bluff,Cessna 185,1500,Hammarstrom,2.33,,100 yards X 100 yards.,1,shallow (<5m),3,Fair,3,Fair,0,"LINESTRING (-153.77613294614645 59.42508292840062, -153.76806052074173 59.425477804508255, -153.76806052074173 59.42551071064192)"
RN_KameshakSpawn.93,367,Aerial,2002.13,2002,2002-05-17T00:00:00,1104,2.00205E+11,2002.003,0.056,0.151,,2.3,,0,0-2,Mid Douglas River Reef,E,Estimated,Kamishak,Kamishak River Subdistrict,24945,Kamishak River,Area 5,9; Kamishak,Cessna 185,1500,Hammarstrom,2.33,,100 yards of spot spawn.,1,shallow (<5m),3,Fair,3,Fair,0,"LINESTRING (-153.9263627024597 59.131507777157296, -153.9250367098268 59.13132190398779, -153.92391162516859 59.131301251350905, -153.9230678116749 59.131445819546606, -153.92226417977622 59.13161103959181)"
RN_KameshakSpawn.94,1,Aerial,1978.01,1978,1978-05-01T00:00:00,1630,1.97805E+11,1978.001,0,1.193,,1.7,Low water,0,,Douglas River Reef,G,Generalized,Kamishak,Kamishak River Subdistrict,24945,Kamishak River,Area 5,9; Kamishak,,3000,Sanders,0,Sunny and calm,Good herring spawn.,0,,0,,0,,0,"LINESTRING (-153.84882473827048 59.095373215920695, -153.84578976661786 59.09807035766613, -153.841099355882 59.101193097966686, -153.8347535060628 59.10445747588334, -153.82675221716045 59.107011988871946, -153.82537268459106 59.107153900659405)"
RN_KameshakSpawn.95,2,Aerial,1978.01,1978,1978-05-01T00:00:00,1700,1.97805E+11,1978.002,0,0.611,,1.3,Low water,0,,Bruin Bay,G,Generalized,Kamishak,Bruin Bay Subdistrict,24970,Bruin Bay,Area 6,7; Bruin/Amakdedori,,NA,Sanders,0,Sunny and calm,Little spawn in Bruin Bay,0,,0,,0,,0,"LINESTRING (-153.98167797876656 59.36743044761598, -153.98022430391813 59.36600351780027, -153.97888245021193 59.36429112252962, -153.97698149079469 59.36297822742618, -153.97418596224003 59.36172236702079, -153.97217318168066 59.361208592503466, -153.97083132797442 59.36109441932853)"
RN_KameshakSpawn.96,3,Aerial,1978.23,1978,1978-05-29T00:00:00,1830,1.97805E+11,1978.003,0,0.327,,6.1,3/4 flood,0,,Inside Bruin Bay,G,Generalized,Kamishak,Bruin Bay Subdistrict,24970,Bruin Bay,Area 6,7; Bruin/Amakdedori,Otter,1250,Sanders,0,Low clouds and SW 15-20,"Not much spawn, altitude 1000'-1500'.",0,,0,,0,,0,"LINESTRING (-153.98670640221752 59.35993140632352, -153.98568117457245 59.360651094241675, -153.98504040729426 59.360520243032035, -153.98439964001605 59.3597351251424, -153.98465594692735 59.35855741413376, -153.98529671420553 59.357837681662254, -153.98632194185063 59.35744509385882)"
RN_KameshakSpawn.97,4,Aerial,1978.25,1978,1978-06-01T00:00:00,1330,1.97806E+11,1978.004,0.25,0.252,,11.8,High at 1138,0,,Inside Bruin Bay,G,Generalized,Kamishak,Bruin Bay Subdistrict,24970,Bruin Bay,Area 6,7; Bruin/Amakdedori,Otter,3500,Seagren,0,"5000' OC, SE 10, Sctd sun",Light spawn,0,,0,,0,,0,"LINESTRING (-153.98990422073786 59.359282693457025, -153.98847061981033 59.35917009049985, -153.98758840385497 59.35860707009061, -153.9870370188829 59.35810034370889, -153.98692674188845 59.35742469672386, -153.98725757287173 59.3569742579024, -153.98791923483824 59.356692730592854)"
RN_KameshakSpawn.98,5,Aerial,1978.26,1978,1978-06-02T00:00:00,1405,1.97806E+11,1978.005,0,1.344,,12.7,Hight at 1231,0,,Contact Point,G,Generalized,Kamishak,Bruin Bay Subdistrict,24970,Bruin Bay,Area 6,7; Bruin/Amakdedori,Otter,3500,Seagren,0,"Sct, sunny, SW 10-15",Light spawn,0,,0,,0,,0,"LINESTRING (-153.97854569031227 59.36451831695726, -153.9747962725019 59.36474348688377, -153.97104685469154 59.36485607128475, -153.9677385448588 59.36485607128475, -153.9648713430038 59.36485607128475, -153.9616733101655 59.36479977913112, -153.95814444634402 59.36463090210795, -153.9537333665671 59.36412426597784, -153.95119699569534 59.363842798181146, -153.94932228679016 59.363505033732515, -153.94612425395187 59.36254801613995, -153.9453523149909 59.361422078414506, -153.94458037602996 59.36023980345671)"
RN_KameshakSpawn.99,6,Aerial,1978.26,1978,1978-06-02T00:00:00,1425,1.97806E+11,1978.006,0,1.406,,12.2,High at 1231,0,,Inside Rocky Cove,G,Generalized,Kamishak,Rocky Cove Subdistrict,24978,Rocky Cove,Area 8,5; Ursus Cove,Otter,3500,Seagren,0,"Sct, sunny, SW 10-15",,0,,0,,0,,0,"LINESTRING (-153.71222674878044 59.458508748049475, -153.71244730276928 59.45766669566039, -153.7137706267024 59.455028128548456, -153.71476311965216 59.453624551211966, -153.71608644358528 59.45182788690358, -153.7179611524905 59.44935731705802, -153.71895364544028 59.448234270888186, -153.72093863133986 59.446212693473726, -153.72303389423394 59.44368555118562, -153.72601137308334 59.44070889616025, -153.72744497401084 59.43986639890291)"
RN_KameshakSpawn.100,7,Aerial,1979.02,1979,1979-05-04T00:00:00,930,1.97905E+11,1979.001,0.114,0.924,,10,1 hr after high slac,0,,Upper Iniskin Bay,G,Generalized,Kamishak,Iniskin Bay Subdistrict,24985,Iniskin Bay,Area 9,3; Iniskin Bay,Skymaster,2000,Sanders,0,"Overcast 2500, < 15 N",75' X 600',0,,0,,0,,0,"LINESTRING (-153.38517947428736 59.71467318775501, -153.3870123893272 59.713494703798105, -153.3871790179672 59.71265290404509, -153.3870123893272 59.71088505539842, -153.38617924612728 59.70936968197251, -153.3856793602073 59.70726488243835, -153.38584598884728 59.70625453148483, -153.38684576068724 59.70465474655567, -153.38784553252717 59.70381272367209, -153.38884530436707 59.703054884905924, -153.389678447567 59.70246544285284, -153.39001170484696 59.70229702892488)"
RN_KameshakSpawn.101,8,Aerial,1979.03,1979,1979-05-06T00:00:00,1130,1.97905E+11,1979.002,0,1.421,,10,2 hrs after high sla,0,,Contact Point,G,Generalized,Kamishak,Bruin Bay Subdistrict,24975,Kirschner Lake,Area 6,7; Bruin/Amakdedori,Skymaster,2500,Sanders,0,"CAVU, 25-30 E",Back seat surveyor estimated spawn to be 1 mile.,0,,0,,0,,0,"LINESTRING (-153.94811727442342 59.35712629238909, -153.9489566754564 59.35644055831595, -153.95080335772903 59.35549765126584, -153.95248215979498 59.35489760582161, -153.95483248268744 59.35421182656605, -153.95819008681943 59.353697483000715, -153.96070828991844 59.35318313161509, -153.96440165446367 59.35284022634665, -153.96658409714948 59.3529259529896, -153.97229202417387 59.35244588099103, -153.98320423760296 59.34855361721607)"
RN_KameshakSpawn.102,9,Aerial,1979.04,1979,1979-05-09T00:00:00,1620,1.97905E+11,1979.003,0.114,0.593,,11.7,2 hrs after high sla,0,,Oil Point,G,Generalized,Kamishak,,24990,Oil/Dry Bay,Area 10,2; Oil Bay,Widgeon,2500,Dinneford,0,"Hi broken clouds, p/c+15-20E","Back seat observation made on Survey 1979.04, 50 X 200 yards",0,,0,,0,,0,"LINESTRING (-153.24726352465652 59.631969673673524, -153.24499306971796 59.632319614365386, -153.2434136228042 59.632769532733896, -153.24134059872986 59.63316945509319, -153.2381817049023 59.63366935131968, -153.23581253453168 59.63396928547021, -153.23364079502522 59.63421922854153, -153.2311729092224 59.634519157762206)"
RN_KameshakSpawn.103,10,Aerial,1979.01,1979,1979-04-26T00:00:00,1400,1.97904E+11,1979.ES1,0,0.977,,13.8,,0,,Outer Akumwarvik Bay,G,Generalized,Kamishak,Kamishak River Subdistrict,24945,Kamishak River,Area 5,9; Kamishak,Widgeon,2500,Sanders,0,"CAVU, 20 NE","Possibly a little bit of spawn, max 500 t present in shallow",0,,0,,0,,0,"LINESTRING (-154.02198989485805 59.08448366636277, -153.99457745540886 59.08396111264123)"
RN_KameshakSpawn.104,11,Aerial,1980.01,1980,1980-05-01T00:00:00,1645,1.98005E+11,1980.001,0,0.487,,15.1,High slack,0,,E end of Douglas River Reef,G,Generalized,Kamishak,Kamishak River Subdistrict,24945,Kamishak River,Area 5,9; Kamishak,Skymaster,2500,Sanders,0,Overcast w/ 5000 <15 SW,,0,,0,,0,,0,"LINESTRING (-153.86888350124676 59.11594279730335, -153.85613706077828 59.113393769795174)"
RN_KameshakSpawn.105,12,Aerial,1980.01,1980,1980-05-01T00:00:00,1645,1.98005E+11,1980.002,0,0.735,,15.1,High slack,0,,E end of Douglas River Reef,G,Generalized,Kamishak,Kamishak River Subdistrict,24945,Kamishak River,Area 5,9; Kamishak,Skymaster,2500,Sanders,0,Overcast w/ 5000 <15 SW,,0,,0,,0,,0,"LINESTRING (-153.8795055349704 59.101010072372176, -153.8589696031046 59.10210293214654)"
RN_KameshakSpawn.106,13,Aerial,1980.01,1980,1980-05-01T00:00:00,1645,1.98005E+11,1980.003,0,0.469,,15.1,High slack,0,,E end of Douglas River Reef,G,Generalized,Kamishak,Douglas River Subdistrict,24940,Douglas River,Area 5,9; Kamishak,Skymaster,2500,Sanders,0,Overcast w/ 5000 <15 SW,,0,,0,,0,,0,"LINESTRING (-153.83701740007567 59.105381301741524, -153.82391689181645 59.104652802351204)"
RN_KameshakSpawn.107,14,Aerial,1980.02,1980,1980-05-05T00:00:00,815,1.98005E+11,1980.004,0.019,0.325,,10.6,1/2 ebb,0,,Upper Iniskin Bay,G,Generalized,Kamishak,Iniskin Bay Subdistrict,24985,Iniskin Bay,Area 9,3; Iniskin Bay,Cessna 185,2500,Sanders,0,High overcast and N 15-20,100' X 50',0,,0,,0,,0,"LINESTRING (-153.37821234843642 59.730204906290815, -153.37650547162775 59.730204906290815, -153.3733355575545 59.7303280293257, -153.37126292142972 59.73038959067256, -153.36894644576083 59.73057427403085)"
RN_KameshakSpawn.108,15,Aerial,1980.02,1980,1980-05-05T00:00:00,930,1.98005E+11,1980.005,0,0.578,,7.2,2/3 ebb,0,,Mouth of Douglas River,G,Generalized,Kamishak,Douglas River Subdistrict,24940,Douglas River,Area 5,10; Douglas River,Cessna 185,2500,Sanders,0,High overcast and calm,,0,,0,,0,,0,"LINESTRING (-153.79227769812832 59.095809088902634, -153.78073584127543 59.09835405817002, -153.77710840055022 59.09869337308584)"
RN_KameshakSpawn.109,16,Aerial,1980.05,1980,1980-05-22T00:00:00,1045,1.98005E+11,1980.006,0,0.735,,9.4,1/3 ebb,0,,Contact Point,G,Generalized,Kamishak,Bruin Bay Subdistrict,24970,Bruin Bay,Area 6,7; Bruin/Amakdedori,Cessna 185,2500,Sanders,0,Overcast and calm,A very little amount of spawn.,0,,0,,0,,0,"LINESTRING (-153.96272711249244 59.36312371223741, -153.96080937099143 59.36271390315558, -153.95915922132775 59.361985341414155, -153.95782126214098 59.36157551853686, -153.95608191519818 59.3612339956786, -153.95358439138295 59.3612339956786, -153.95126526212587 59.3614616779673, -153.9480987587172 59.36214471563631, -153.9457350308206 59.36266836850659, -153.94363889476134 59.36307817814025)"
RN_KameshakSpawn.110,17,Aerial,1980.05,1980,1980-05-22T00:00:00,1105,1.98005E+11,1980.007,0,0.854,,9.1,1/3 ebb,0,,Northern Chenik Head,G,Generalized,Kamishak,Chenik Subdistrict,24955,Chenik River,Area 5,8; Chenik/Nordyke,Cessna 185,2500,Sanders,0,Overcast and calm,Little spawn,0,,0,,0,,0,"LINESTRING (-154.12448675935653 59.21758221375223, -154.1225566293445 59.21742596957883, -154.1204233277523 59.21664473794523, -154.1184931977403 59.21565515211584, -154.11625831035792 59.21383215548295, -154.11493769508658 59.21164443055589, -154.11453135192616 59.20982121897303, -154.11564879561735 59.20831048392704, -154.11646148193816 59.20773742894748)"
RN_KameshakSpawn.111,18,Aerial,1980.05,1980,1980-05-22T00:00:00,1105,1.98005E+11,1980.008,0,0.521,,9.1,1/3 ebb,0,,Southern Chenik Head,G,Generalized,Kamishak,Chenik Subdistrict,24955,Chenik River,Area 5,8; Chenik/Nordyke,Cessna 185,2500,Sanders,0,Overcast and calm,Little spawn,0,,0,,0,,0,"LINESTRING (-154.1224550435544 59.201745821687204, -154.1237756588258 59.20059948094958, -154.12458834514663 59.198932007312344, -154.1246899309367 59.197472900864604, -154.12489310251692 59.19559681495091, -154.1260105462081 59.19460661680893)"
RN_KameshakSpawn.112,19,Aerial,1980.06,1980,1980-06-04T00:00:00,0,1980060400,1980.09a,0,0.85,,0,,0,,Inside Rocky Cove,G,Generalized,Kamishak,Rocky Cove Subdistrict,24978,Rocky Cove,Area 7,5; Ursus Cove,,NA,Kyle,0,,"Part of 3 (9a, 9b, 9c) large patches equal to 350' X 1000'.",0,,0,,0,,0,"LINESTRING (-153.73151284184385 59.45124086118869, -153.73373559611574 59.45027887737933, -153.73562493724674 59.448581191901326, -153.73718086523706 59.44705320184925, -153.73773655380498 59.445581738546956, -153.73740314066424 59.44354422176582, -153.7361806258147 59.44201600335323, -153.7340690092565 59.440600924530145, -153.7338467338293 59.44048771565824)"
RN_KameshakSpawn.113,20,Aerial,1980.06,1980,1980-06-04T00:00:00,0,1980060400,1980.09b,0,0.776,,0,,0,,Inside Rocky Cove,G,Generalized,Kamishak,Rocky Cove Subdistrict,24978,Rocky Cove,Area 7,5; Ursus Cove,,NA,Kyle,0,,"Part of 3 (9a, 9b, 9c) large patches equal to 350' X 1000'.",0,,0,,0,,0,"LINESTRING (-153.7300680515672 59.44993934712541, -153.73151284184385 59.44790209376391, -153.73184625498465 59.44626088343818, -153.73162397955744 59.4449591770419, -153.73073487784873 59.443317823409664, -153.72940122528564 59.44212920709304, -153.72784529729537 59.44133677293116, -153.72551140530993 59.44088394504673, -153.72428889046046 59.440827341133485)"
RN_KameshakSpawn.114,21,Aerial,1980.06,1980,1980-06-04T00:00:00,0,1980060400,1980.09c,0,0.892,,0,,0,,Inside Rocky Cove,G,Generalized,Kamishak,Rocky Cove Subdistrict,24978,Rocky Cove,Area 7,5; Ursus Cove,,NA,Kyle,0,,"Part of 3 (9a, 9b, 9c) large patches equal to 350' X 1000'.",0,,0,,0,,0,"LINESTRING (-153.72517799216914 59.450788166346214, -153.72617823159146 59.449260276355105, -153.72628936930508 59.44790209376391, -153.7256225430235 59.44609109849828, -153.7237332018925 59.44422340771095, -153.7209547590527 59.44258201825078, -153.7187320047808 59.4416197872702, -153.7142864962372 59.44111035974927)"
RN_KameshakSpawn.115,22,Aerial,1981.03,1981,1981-05-06T00:00:00,0,1981050600,1981.001,0,0.589,,0,,0,,Rocky Cove,G,Generalized,Kamishak,Rocky Cove Subdistrict,24978,Rocky Cove,Area 7,5; Ursus Cove,Beaver,NA,Schroeder,0,"Clear, calm and sunny, vis excellen",Some spawn,0,,0,,0,,0,"LINESTRING (-153.71878758267653 59.44238810906389, -153.70332341735997 59.44561902979033)"
RN_KameshakSpawn.175,82,Aerial,1986.07,1986,1986-04-28T00:00:00,0,1986042800,1986.002,0,0.456,,0,Mid flood tide,0,,Inside Rocky Cove,G,Generalized,Kamishak,Rocky Cove Subdistrict,24978,Rocky Cove,Area 7,5; Ursus Cove,Beaver,NA,Kyle,0,Clear and calm,,0,,0,,0,,0,"LINESTRING (-153.72595413949216 59.43961828692924, -153.71442579031032 59.4425978527459)"
RN_KameshakSpawn.116,23,Aerial,1981.04,1981,1981-05-07T00:00:00,0,1981050700,1981.002,0,1.227,,0,,0,,Contact Point,G,Generalized,Kamishak,Bruin Bay Subdistrict,24975,Kirschner Lake,Area 6,7; Bruin/Amakdedori,Beaver,NA,Schroeder,1.5,Sunny and calm,Some spawn,0,,0,,0,,0,"LINESTRING (-153.9731118188882 59.35328127512749, -153.97238050849595 59.35349466486881, -153.97133577936415 59.35360135923472, -153.96987315857965 59.353548012093846, -153.96841053779514 59.35333462268901, -153.96496293166024 59.352801143288055, -153.96297794630982 59.352587749172116, -153.9609929609594 59.35290783984127, -153.9600527047408 59.35317457975205, -153.95859008395627 59.3536547062915, -153.9573364089981 59.35397478686543, -153.95566484238725 59.354348210373956, -153.95420222160274 59.35461493892773, -153.95263512790507 59.355041700239276, -153.95148592586008 59.355361767689736, -153.95023225090193 59.35589520671061, -153.94866515720423 59.356908717674564, -153.94741148224605 59.35786885794391, -153.9461578072879 59.358775632061665, -153.9454264968957 59.35962904431831, -153.94500860524295 59.36010907924954)"
RN_KameshakSpawn.117,24,Aerial,1981.04,1981,1981-05-07T00:00:00,0,1981050700,1981.003,0,4.343,,0,,0,,Btw Akumwarvik & Douglas Rvr,G,Generalized,Kamishak,Kamishak River Subdistrict,24945,Kamishak River,Area 5,9; Kamishak,Beaver,NA,Schroeder,1.5,Sunny and calm,Lots of spawn,0,,0,,0,,0,"LINESTRING (-154.03367385604983 59.079726489819016, -154.0304861051095 59.08098129115231, -154.02823592797515 59.08281514873885, -154.0263607803632 59.084648907975385, -154.02392308846763 59.08773712228468, -154.02242297037807 59.090439080978584, -154.02036030800494 59.09323731306045, -154.01942273419897 59.09545643768777, -154.0179226161094 59.09767541823037, -154.0162349832586 59.100087190186755, -154.01510989469145 59.101534171655736, -154.0130472323183 59.102305870050465, -154.01173462898993 59.10240233112429, -154.00910942233318 59.102209408704304, -154.0074217894824 59.10114831592223, -154.00629670091524 59.09902603149718, -154.00535912710927 59.095745878103486, -154.0034839794973 59.0915005063212, -154.00160883188533 59.088798631527204, -153.9986085957062 59.08609654316645, -153.9950458152435 59.08349075568924, -153.9905454609748 59.08107781242465, -153.9845449886165 59.07837511381245, -153.97798197197466 59.07625141504998, -153.9719814996164 59.074899901720364)"
RN_KameshakSpawn.120,27,Aerial,1981.01,1981,1981-04-23T00:00:00,1025,1.98104E+11,1981.ES2,0,0.903,,2,,0,,Douglas River Reef,G,Generalized,Kamishak,Kamishak River Subdistrict,24945,Kamishak River,Area 5,9; Kamishak,,NA,Schroeder,0,"1/4 overcast, vis fair-good","Evidence of small spawn, lots of bird activity, no schls.",0,,0,,0,,0,"LINESTRING (-153.8884808531546 59.100944991482045, -153.86641553858283 59.10737677550371)"
RN_KameshakSpawn.121,28,Aerial,1981.01,1981,1981-04-23T00:00:00,1025,1.98104E+11,1981.ES3,0,0.696,,2,,0,,Douglas River Reef,G,Generalized,Kamishak,Kamishak River Subdistrict,24945,Kamishak River,Area 5,9; Kamishak,,NA,Schroeder,0,"1/4 overcast, vis fair-good","Evidence of small spawn, lots of bird activity, no schls.",0,,0,,0,,0,"LINESTRING (-153.84618900022545 59.09413354734183, -153.8314787905109 59.10075580303283)"
RN_KameshakSpawn.122,29,Aerial,1982.02,1982,1982-05-10T00:00:00,1300,1.98205E+11,1982.001,0,0.982,,1.8,,0,,W of Douglas Rvr mouth,G,Generalized,Kamishak,Kamishak River Subdistrict,24945,Kamishak River,Area 5,9; Kamishak,,2500,Schroeder,2,Overcast,,0,,0,,0,,0,"LINESTRING (-153.87407078378496 59.08191144942072, -153.8500393729312 59.08886864136312)"
RN_KameshakSpawn.123,30,Aerial,1983.03,1983,1983-05-03T00:00:00,1515,1.98305E+11,1983.001,0,2.015,,3.3,,0,,W end of Douglas River Reef,G,Generalized,Kamishak,Kamishak River Subdistrict,24945,Kamishak River,Area 5,9; Kamishak,Beaver,2000,Schroeder,2.6,"Light overcast, SW wind",,0,,0,,0,,0,"LINESTRING (-153.96286536429534 59.1196148509751, -153.95308200041958 59.12139016995801, -153.94544762165407 59.12232850632805, -153.93787355645983 59.122991301880624, -153.93303904676142 59.123239846895345, -153.92862359073015 59.12316539662918, -153.9217176868178 59.12242573006775, -153.9142362909128 59.119762797749544, -153.91020784696397 59.11798739414482)"
RN_KameshakSpawn.124,31,Aerial,1983.03,1983,1983-05-03T00:00:00,1515,1.98305E+11,1983.002,0,1.129,,3.3,,0,,W end of Douglas River Reef,G,Generalized,Kamishak,Kamishak River Subdistrict,24945,Kamishak River,Area 5,9; Kamishak,Beaver,2000,Schroeder,2.6,"Light overcast, SW wind",,0,,0,,0,,0,"LINESTRING (-153.87654156539145 59.118875107486694, -153.87308861343536 59.1196148509751, -153.86825661680234 59.11984290839916, -153.86388074155224 59.1196148509751, -153.85956455160706 59.11872715686577, -153.85536459093987 59.1176057155387, -153.85181928382764 59.11569984303664, -153.84920569573856 59.11399239849267)"
RN_KameshakSpawn.125,32,Aerial,1983.05,1983,1983-05-06T00:00:00,1120,1.98305E+11,1983.003,0,2.217,,9.1,,0,,Btw Akumwarvik & Douglas Rvr,G,Generalized,Kamishak,Kamishak River Subdistrict,24945,Kamishak River,Area 5,9; Kamishak,Beaver,2000,Schroeder,0,"Overcast, calm, vis excellent",Large spawn,0,,0,,0,,0,"LINESTRING (-154.0326174277812 59.08826540364773, -154.03016314228032 59.09047567072748, -154.024947785591 59.09458007330579, -154.0197324289017 59.09884181587314, -154.01298314377436 59.10278739994849, -154.00623385864702 59.10594353917741, -153.99580314526838 59.109730521388755, -153.99028100289144 59.11083497878462)"
RN_KameshakSpawn.126,33,Aerial,1983.09,1983,1983-05-17T00:00:00,1035,1.98305E+11,1983.004,0,0.572,,3.4,,0,,Inside Bruin Bay,G,Generalized,Kamishak,Bruin Bay Subdistrict,24970,Bruin Bay,Area 6,7; Bruin/Amakdedori,Beaver,NA,Schroeder,0,"Overcast, calm",,0,,0,,0,,0,"LINESTRING (-153.99187446528447 59.373555693166416, -153.99201900217795 59.37222796068986, -153.99230807596496 59.37067887355304, -153.99331983421956 59.36912971542968, -153.99592149830275 59.36691650925217, -153.99722233034439 59.365957408248654)"
